PIB Total - variação % sobre o mesmo período do ano anterior - Mediana - Período de 01/07/2012 a 01/08/2021 - Base: Expectativas informadas nos últimos 30 dias;;;;;;;;;;;;;;
Data;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
26/03/2018;;;;;;;2,9000;3,0000;2,5000;2,5000;2,6300;;;
27/03/2018;;;;;;;2,8700;3,0000;2,5000;2,5000;2,6300;;;
28/03/2018;;;;;;;2,8500;3,0000;2,5000;2,5000;2,6300;;;
29/03/2018;;;;;;;2,8400;3,0000;2,5000;2,5000;2,7500;;;
02/04/2018;;;;;;;2,8400;3,0000;2,5000;2,5000;2,6300;;;
03/04/2018;;;;;;;2,8600;3,0000;2,6000;2,5000;2,6300;;;
04/04/2018;;;;;;;2,8600;3,0000;2,6000;2,5000;2,6300;;;
05/04/2018;;;;;;;2,8400;3,0000;2,5000;2,5000;2,7500;;;
06/04/2018;;;;;;;2,8000;3,0000;2,5000;2,5000;2,7500;;;
09/04/2018;;;;;;;2,7900;3,0000;2,5000;2,5000;2,6300;;;
10/04/2018;;;;;;;2,7800;3,0000;2,5000;2,5000;2,6300;;;
11/04/2018;;;;;;;2,7800;3,0000;2,5000;2,5000;2,5000;;;
12/04/2018;;;;;;;2,7800;3,0000;2,5000;2,5000;2,5000;;;
13/04/2018;;;;;;;2,7600;3,0000;2,5000;2,5000;2,6300;;;
16/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,7500;;;
17/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,6300;;;
18/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
19/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
20/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
23/04/2018;;;;;;;2,7400;3,0000;2,5000;2,5000;2,5000;;;
24/04/2018;;;;;;;2,7400;3,0000;2,5000;2,5000;2,5000;;;
25/04/2018;;;;;;;2,7400;3,0000;2,5000;2,5000;2,5000;;;
26/04/2018;;;;;;;2,7400;3,0000;2,5000;2,5000;2,5000;;;
27/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
30/04/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
02/05/2018;;;;;;;2,7500;3,0000;2,5000;2,5000;2,5000;;;
03/05/2018;;;;;;;2,7100;3,0000;2,5000;2,5000;2,5000;;;
04/05/2018;;;;;;;2,7000;3,0000;2,5000;2,5000;2,5000;;;
07/05/2018;;;;;;;2,6600;3,0000;2,5000;2,5000;2,5000;;;
08/05/2018;;;;;;;2,6400;3,0000;2,5000;2,5000;2,5000;;;
09/05/2018;;;;;;;2,5600;3,0000;2,5000;2,5000;2,5000;;;
10/05/2018;;;;;;;2,5300;3,0000;2,5000;2,5000;2,5000;;;
11/05/2018;;;;;;;2,5100;3,0000;2,5000;2,5000;2,5000;;;
14/05/2018;;;;;;;2,5100;3,0000;2,5000;2,5000;2,5000;;;
15/05/2018;;;;;;;2,5000;3,0000;2,5000;2,5000;2,5000;;;
16/05/2018;;;;;;;2,5000;3,0000;2,5000;2,5000;2,5000;;;
17/05/2018;;;;;;;2,5000;3,0000;2,5000;2,5000;2,5000;;;
18/05/2018;;;;;;;2,5000;3,0000;2,5000;2,5000;2,5000;;;
21/05/2018;;;;;;;2,4600;3,0000;2,5000;2,5000;2,5000;;;
22/05/2018;;;;;;;2,4100;3,0000;2,5000;2,5000;2,5000;;;
23/05/2018;;;;;;;2,3800;3,0000;2,5000;2,5000;2,5000;;;
24/05/2018;;;;;;;2,3800;3,0000;2,5000;2,5000;2,5000;;;
25/05/2018;;;;;;;2,3700;3,0000;2,5000;2,5000;2,5000;;;
28/05/2018;;;;;;;2,3400;3,0000;2,5000;2,5000;2,5000;;;
29/05/2018;;;;;;;2,3400;3,0000;2,5000;2,5000;2,5000;;;
30/05/2018;;;;;;;2,3000;3,0000;2,5000;2,5000;2,5000;;;
01/06/2018;;;;;;;2,1800;3,0000;2,5000;2,5000;2,5000;;;
04/06/2018;;;;;;;2,0600;3,0000;2,5000;2,5000;2,5000;;;
05/06/2018;;;;;;;2,0000;3,0000;2,5000;2,5000;2,5000;;;
06/06/2018;;;;;;;2,0000;3,0000;2,5000;2,5000;2,5000;;;
07/06/2018;;;;;;;2,0000;2,9500;2,5000;2,5000;2,5000;;;
08/06/2018;;;;;;;1,9400;2,8000;2,5000;2,5000;2,5000;;;
11/06/2018;;;;;;;1,9100;2,8000;2,5000;2,5000;2,5000;;;
12/06/2018;;;;;;;1,9000;2,8000;2,5000;2,5000;2,5000;;;
13/06/2018;;;;;;;1,8000;2,8000;2,5000;2,5000;2,5000;;;
14/06/2018;;;;;;;1,7600;2,8000;2,5000;2,5000;2,5000;;;
15/06/2018;;;;;;;1,7600;2,7000;2,5000;2,5000;2,5000;;;
18/06/2018;;;;;;;1,7000;2,5500;2,5000;2,5000;2,5000;;;
19/06/2018;;;;;;;1,7000;2,6000;2,5000;2,5000;2,5000;;;
20/06/2018;;;;;;;1,6300;2,5500;2,5000;2,5000;2,5000;;;
21/06/2018;;;;;;;1,6100;2,5000;2,5000;2,5000;2,5000;;;
22/06/2018;;;;;;;1,5500;2,6000;2,5000;2,5000;2,5000;;;
25/06/2018;;;;;;;1,5500;2,5500;2,5000;2,5000;2,5000;;;
26/06/2018;;;;;;;1,5500;2,5500;2,5000;2,5000;2,5000;;;
27/06/2018;;;;;;;1,5500;2,5500;2,5000;2,5000;2,5000;;;
28/06/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
29/06/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
02/07/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
03/07/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
04/07/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
05/07/2018;;;;;;;1,5500;2,5000;2,5000;2,5000;2,5000;;;
06/07/2018;;;;;;;1,5300;2,5000;2,5000;2,5000;2,5000;;;
09/07/2018;;;;;;;1,5300;2,5000;2,5000;2,5000;2,5000;;;
10/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
11/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
12/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
13/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
16/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
17/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
18/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
19/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
20/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
23/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
24/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
25/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
26/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
27/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
30/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
31/07/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
01/08/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
02/08/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
03/08/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
06/08/2018;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;;
07/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
08/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
09/08/2018;;;;;;;1,5000;2,5000;2,5000;2,5000;2,5000;;;
10/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
13/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
14/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
15/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
16/08/2018;;;;;;;1,4700;2,5000;2,5000;2,5000;2,5000;;;
17/08/2018;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;;
20/08/2018;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;;
21/08/2018;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;;
22/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
23/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
24/08/2018;;;;;;;1,4700;2,5000;2,5000;2,5000;2,5000;;;
27/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
28/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
29/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
30/08/2018;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;;
31/08/2018;;;;;;;1,4400;2,5000;2,5000;2,5000;2,5000;;;
03/09/2018;;;;;;;1,4100;2,5000;2,5000;2,5000;2,5000;;;
04/09/2018;;;;;;;1,4000;2,5000;2,5000;2,5000;2,5000;;;
05/09/2018;;;;;;;1,4000;2,5000;2,5000;2,5000;2,5000;;;
06/09/2018;;;;;;;1,4000;2,5000;2,5000;2,5000;2,5000;;;
10/09/2018;;;;;;;1,3900;2,5000;2,5000;2,5000;2,5000;;;
11/09/2018;;;;;;;1,3900;2,5000;2,5000;2,5000;2,5000;;;
12/09/2018;;;;;;;1,3700;2,5000;2,5000;2,5000;2,5000;;;
13/09/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
14/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
17/09/2018;;;;;;;1,3700;2,5000;2,5000;2,5000;2,5000;;;
18/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
19/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
20/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
21/09/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
24/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
25/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
26/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
27/09/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
28/09/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
01/10/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
02/10/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
03/10/2018;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;;;
04/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
05/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
08/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
09/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
10/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
11/10/2018;;;;;;;1,3400;2,5000;2,5000;2,5000;2,5000;;;
15/10/2018;;;;;;;1,3400;2,4800;2,5000;2,5000;2,5000;;;
16/10/2018;;;;;;;1,3400;2,4800;2,5000;2,5000;2,5000;;;
17/10/2018;;;;;;;1,3300;2,4900;2,5000;2,5000;2,5000;;;
18/10/2018;;;;;;;1,3300;2,4800;2,5000;2,5000;2,5000;;;
19/10/2018;;;;;;;1,3400;2,4900;2,5000;2,5000;2,5000;;;
22/10/2018;;;;;;;1,3500;2,4900;2,5000;2,5000;2,5000;;;
23/10/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
24/10/2018;;;;;;;1,3600;2,4800;2,5000;2,5000;2,5000;;;
25/10/2018;;;;;;;1,3600;2,4900;2,5000;2,5000;2,5000;;;
26/10/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
29/10/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
30/10/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
31/10/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
01/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
05/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
06/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
07/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
08/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
09/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
12/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
13/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
14/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
16/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
19/11/2018;;;;;;;1,3600;2,5100;2,5000;2,5000;2,5000;;;
20/11/2018;;;;;;;1,3600;2,5100;2,5000;2,5000;2,5000;;;
21/11/2018;;;;;;;1,3600;2,5000;2,5000;2,5000;2,5000;;;
22/11/2018;;;;;;;1,3900;2,5200;2,5000;2,5000;2,5000;;;
23/11/2018;;;;;;;1,3900;2,5000;2,5000;2,5000;2,5000;;;
26/11/2018;;;;;;;1,3900;2,5100;2,5000;2,5000;2,5000;;;
27/11/2018;;;;;;;1,4000;2,5200;2,5000;2,5000;2,5000;;;
28/11/2018;;;;;;;1,3900;2,5200;2,5000;2,5000;2,5000;;;
29/11/2018;;;;;;;1,3900;2,5200;2,5000;2,5000;2,5000;;;
30/11/2018;;;;;;;1,3200;2,5300;2,5000;2,5000;2,5000;;;
03/12/2018;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
04/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
05/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
06/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
07/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
10/12/2018;;;;;;;1,3000;2,5800;2,5000;2,5000;2,5000;;;
11/12/2018;;;;;;;1,3000;2,5800;2,5000;2,5000;2,5000;;;
12/12/2018;;;;;;;1,3000;2,5800;2,5000;2,5000;2,5000;;;
13/12/2018;;;;;;;1,3000;2,5800;2,5000;2,5000;2,5000;;;
14/12/2018;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
17/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
18/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
19/12/2018;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
20/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
21/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
24/12/2018;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
26/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
27/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
28/12/2018;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
31/12/2018;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
02/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
03/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
04/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
07/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
08/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
09/01/2019;;;;;;;1,3000;2,5300;2,5000;2,5000;2,5000;;;
10/01/2019;;;;;;;1,3000;2,5500;2,5000;2,5000;2,5000;;;
11/01/2019;;;;;;;1,2800;2,5700;2,5000;2,5000;2,5000;;;
14/01/2019;;;;;;;1,2800;2,5800;2,5000;2,5000;2,5000;;;
15/01/2019;;;;;;;1,2800;2,5900;2,5000;2,5000;2,5000;;;
16/01/2019;;;;;;;1,2800;2,5900;2,5000;2,5000;2,5000;;;
17/01/2019;;;;;;;1,2800;2,6000;2,5000;2,5000;2,5000;;;
18/01/2019;;;;;;;1,2800;2,5300;2,6000;2,5000;2,5000;;;
21/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
22/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
23/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
24/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
25/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
28/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
29/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
30/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
31/01/2019;;;;;;;1,2700;2,5000;2,5000;2,5000;2,5000;;;
01/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
04/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
05/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
06/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
07/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
08/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
11/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
12/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
13/02/2019;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;;
14/02/2019;;;;;;;1,2200;2,4900;2,6500;2,5500;2,5000;;;
15/02/2019;;;;;;;1,2200;2,4800;2,5800;2,5000;2,5000;;;
18/02/2019;;;;;;;1,2200;2,4800;2,5000;2,5000;2,5000;;;
19/02/2019;;;;;;;1,2100;2,4700;2,5300;2,5000;2,5000;;;
20/02/2019;;;;;;;1,2100;2,4700;2,5800;2,5000;2,5000;;;
21/02/2019;;;;;;;1,2200;2,4800;2,6000;2,5000;2,5000;;;
22/02/2019;;;;;;;1,2100;2,4800;2,6500;2,5000;2,5000;;;
25/02/2019;;;;;;;1,2000;2,4800;2,7500;2,5000;2,5000;;;
26/02/2019;;;;;;;1,2000;2,4800;2,8000;2,5000;2,5000;;;
27/02/2019;;;;;;;1,2000;2,4800;2,8000;2,5000;2,5000;;;
28/02/2019;;;;;;;;2,4600;2,8000;2,5000;2,5000;2,5000;;
01/03/2019;;;;;;;;2,3000;2,7000;2,5000;2,5000;2,5000;;
06/03/2019;;;;;;;;2,3000;2,8000;2,5000;2,5000;2,5000;;
07/03/2019;;;;;;;;2,2800;2,8000;2,5000;2,5000;2,5000;;
08/03/2019;;;;;;;;2,2800;2,8000;2,5000;2,5000;2,5000;;
11/03/2019;;;;;;;;2,2400;2,8000;2,5000;2,5000;2,5000;;
12/03/2019;;;;;;;;2,2100;2,8000;2,5000;2,5000;2,5000;;
13/03/2019;;;;;;;;2,2000;2,7800;2,5000;2,5000;2,5000;;
14/03/2019;;;;;;;;2,1200;2,8000;2,5000;2,5000;2,5000;;
15/03/2019;;;;;;;;2,0100;2,8000;2,5000;2,5000;2,5000;;
18/03/2019;;;;;;;;2,0000;2,8000;2,5000;2,5000;2,5000;;
19/03/2019;;;;;;;;2,0000;2,8000;2,5000;2,5000;2,5000;;
20/03/2019;;;;;;;;2,0000;2,8000;2,5000;2,5000;2,5000;;
21/03/2019;;;;;;;;2,0000;2,8000;2,5000;2,5000;2,5000;;
22/03/2019;;;;;;;;2,0000;2,7800;2,5000;2,5000;2,5000;;
25/03/2019;;;;;;;;2,0000;2,7500;2,5000;2,5000;2,5000;;
26/03/2019;;;;;;;;1,9900;2,7800;2,5000;2,5000;2,5000;;
27/03/2019;;;;;;;;1,9600;2,7500;2,5000;2,5000;2,5000;;
28/03/2019;;;;;;;;1,9700;2,7500;2,5000;2,5000;2,5000;;
29/03/2019;;;;;;;;1,9800;2,7500;2,5000;2,5000;2,5000;;
01/04/2019;;;;;;;;1,9900;2,7000;2,5000;2,5000;2,5000;;
02/04/2019;;;;;;;;1,9900;2,7000;2,5000;2,5000;2,5000;;
03/04/2019;;;;;;;;2,0000;2,7300;2,5000;2,5000;2,5000;;
04/04/2019;;;;;;;;1,9800;2,7300;2,5000;2,5000;2,5000;;
05/04/2019;;;;;;;;1,9700;2,7000;2,5000;2,5000;2,5000;;
08/04/2019;;;;;;;;1,9700;2,7000;2,5000;2,5000;2,5000;;
09/04/2019;;;;;;;;1,9600;2,7000;2,5000;2,5000;2,5000;;
10/04/2019;;;;;;;;1,9600;2,7000;2,5000;2,5000;2,5000;;
11/04/2019;;;;;;;;1,9600;2,6500;2,5000;2,5000;2,5000;;
12/04/2019;;;;;;;;1,9500;2,5800;2,5000;2,5000;2,5000;;
15/04/2019;;;;;;;;1,9000;2,5000;2,5000;2,5000;2,5000;;
16/04/2019;;;;;;;;1,9000;2,5000;2,5000;2,5000;2,5000;;
17/04/2019;;;;;;;;1,8100;2,5000;2,5000;2,5000;2,5000;;
18/04/2019;;;;;;;;1,7100;2,5000;2,5000;2,5000;2,5000;;
22/04/2019;;;;;;;;1,7100;2,5000;2,5000;2,5000;2,5000;;
23/04/2019;;;;;;;;1,7100;2,5000;2,5000;2,5000;2,5000;;
24/04/2019;;;;;;;;1,7100;2,5000;2,5000;2,5000;2,5000;;
25/04/2019;;;;;;;;1,7100;2,5000;2,5000;2,5000;2,5000;;
26/04/2019;;;;;;;;1,7000;2,5000;2,5000;2,5000;2,5000;;
29/04/2019;;;;;;;;1,6000;2,5000;2,5000;2,5000;2,5000;;
30/04/2019;;;;;;;;1,5600;2,5000;2,5000;2,5000;2,5000;;
02/05/2019;;;;;;;;1,5100;2,5000;2,5000;2,5000;2,5000;;
03/05/2019;;;;;;;;1,4900;2,5000;2,5000;2,5000;2,5000;;
06/05/2019;;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;
07/05/2019;;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;
08/05/2019;;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;
09/05/2019;;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;;
10/05/2019;;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;
13/05/2019;;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;
14/05/2019;;;;;;;;1,4500;2,5000;2,5000;2,5000;2,5000;;
15/05/2019;;;;;;;;1,4300;2,5000;2,5000;2,5000;2,5000;;
16/05/2019;;;;;;;;1,3800;2,5000;2,5000;2,5000;2,5000;;
17/05/2019;;;;;;;;1,2400;2,5000;2,5000;2,5000;2,5000;;
20/05/2019;;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;
21/05/2019;;;;;;;;1,2600;2,5000;2,5000;2,5000;2,5000;;
22/05/2019;;;;;;;;1,2500;2,5000;2,5000;2,5000;2,5000;;
23/05/2019;;;;;;;;1,2400;2,5000;2,5000;2,5000;2,5000;;
24/05/2019;;;;;;;;1,2300;2,5000;2,5000;2,5000;2,5000;;
27/05/2019;;;;;;;;1,2000;2,5000;2,5000;2,5000;2,5000;;
28/05/2019;;;;;;;;1,2000;2,5000;2,5000;2,5000;2,5000;;
29/05/2019;;;;;;;;1,2000;2,5000;2,5000;2,5000;2,5000;;
30/05/2019;;;;;;;;1,1900;2,5000;2,5000;2,5000;2,5000;;
31/05/2019;;;;;;;;1,1300;2,5000;2,5000;2,5000;2,5000;;
03/06/2019;;;;;;;;1,0700;2,3200;2,5000;2,5000;2,5000;;
04/06/2019;;;;;;;;1,0600;2,3400;2,5000;2,5000;2,5000;;
05/06/2019;;;;;;;;1,0000;2,3000;2,5000;2,5000;2,5000;;
06/06/2019;;;;;;;;1,0000;2,3000;2,5000;2,5000;2,5000;;
07/06/2019;;;;;;;;1,0000;2,2300;2,5000;2,5000;2,5000;;
10/06/2019;;;;;;;;1,0000;2,2000;2,5000;2,5000;2,5000;;
11/06/2019;;;;;;;;1,0000;2,2000;2,5000;2,5000;2,5000;;
12/06/2019;;;;;;;;1,0000;2,2000;2,5000;2,5000;2,5000;;
13/06/2019;;;;;;;;0,9900;2,2000;2,5000;2,5000;2,5000;;
14/06/2019;;;;;;;;0,9300;2,2000;2,5000;2,5000;2,5000;;
17/06/2019;;;;;;;;0,9000;2,2000;2,5000;2,5000;2,5000;;
18/06/2019;;;;;;;;0,9000;2,2000;2,5000;2,5000;2,5000;;
19/06/2019;;;;;;;;0,8900;2,2000;2,5000;2,5000;2,5000;;
21/06/2019;;;;;;;;0,8700;2,2000;2,5000;2,5000;2,5000;;
24/06/2019;;;;;;;;0,8600;2,2000;2,5000;2,5000;2,5000;;
25/06/2019;;;;;;;;0,8600;2,2000;2,5000;2,5000;2,5000;;
26/06/2019;;;;;;;;0,8500;2,2000;2,5000;2,5000;2,5000;;
27/06/2019;;;;;;;;0,8500;2,2000;2,5000;2,5000;2,5000;;
28/06/2019;;;;;;;;0,8500;2,2000;2,5000;2,5000;2,5000;;
01/07/2019;;;;;;;;0,8400;2,2000;2,5000;2,5000;2,5000;;
02/07/2019;;;;;;;;0,8400;2,2000;2,5000;2,5000;2,5000;;
03/07/2019;;;;;;;;0,8400;2,2000;2,5000;2,5000;2,5000;;
04/07/2019;;;;;;;;0,8400;2,2000;2,5000;2,5000;2,5000;;
05/07/2019;;;;;;;;0,8200;2,2000;2,5000;2,5000;2,5000;;
08/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
09/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
10/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
11/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
12/07/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
15/07/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
16/07/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
17/07/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
18/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
19/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
22/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
23/07/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
24/07/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
25/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
26/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
29/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
30/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
